eventId,userId,hintType,eventType,action,modalType,challengeId,exerciseId,exerciseIndex,attemptNumber,timestamp
wk0ckHcrhGZ2W8AWgf3j,EduFuSCFqHgn1bYFL9sG2tKYl3P2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-2,1.0,1.0,07:22:49
wldwLOvsLMfcv8xON8ay,yGDNy0QVtDgfnsAB0YHHXhZ3b0y2,visual,ui,modal_open,visual,challenge-01,,,,06:56:59
wn9VhEZAejM6Zw9caRHm,YHkpceIBY5WHjrDXZISqYsrehdZ2,reading,ui,modal_open,read,challenge-03,,,,16:31:15
wpVZCAefVDXhVbQeByz7,USpySgtjrtQluhGvGY1x6htXlub2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-2,1.0,1.0,12:15:08
wtginHq1AxnrHolCyLYx,eVHViEy1zMZarrpmPo3CKSOc7QJ2,aural,hint,aural_used,,challenge-04,,,,15:31:44
wuKdvOytMDSVLw67DZl5,BMoJ0ooDLgc8USK7WVIAQRB0J433,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-1,0.0,1.0,21:20:45
wur0DcFNDrmvan7PNtxL,nmTYkEGfwMNEy4zKEpGBXwU5cWZ2,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-2,1.0,1.0,18:36:37
wvQ5EwzHy6hrhgeSw7On,Go3mxmtyVoNeeS7eMgXUwbCOmZL2,visual,ui,modal_open,visual,challenge-01,,,,07:22:36
wwUmUoxwauGm9PT6AKmp,lC8kKniWzYSNbF8Kcp0XHFb9Lo02,reading,ui,modal_open,read,challenge-04,,,,16:51:08
wwoeWIqBP1hqY9b9cqBq,DK4wS7yiA4YSBjW4K4TPanQasyU2,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,14:48:04
wygB0x9b2FRzQxhWkH99,tLNByH3CBLa71TY5MtHZbGlVfwt1,aural,hint,aural_used,,challenge-02,,,,13:48:45
wzOHt6xwSkJ5hXqqmayA,qAeQm0pTzKPNY9C5a3AJBPkHmKB2,reading,ui,modal_open,read,challenge-02,,,,11:06:39
x6Glhy67BduG4IMIOzff,vLlWkjvqyFPgjAPK59lecUxyi8U2,visual,ui,modal_open,visual,challenge-03,,,,08:47:04
x8QkKjRRF1JWfAWIBSDM,QrjvafGaGDZUSx9UvBf14fNUUaB2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-2,1.0,1.0,18:30:25
x9bO9z8fq0s3LdgyjCPy,eJ9UGbw7ssedUP4iAbhbCoTex9D2,visual,ui,modal_open,visual,challenge-03,,,,12:52:34
xBMx80VdkHiMFFpYqHvJ,ibIdKlCJzeZUlHtJlI53bzGF3dN2,visual,ui,modal_open,visual,challenge-03,,,,16:49:09
xBQXHNuC5B0AJKTCIfH6,omi9YZaLfCg526Tq9JbsNbV04ug2,reading,ui,modal_open,read,challenge-04,,,,14:41:30
xCZ4ChmbhzZx3sODcKWi,NBscVTaKtSMIbdAPL53zrm5s9cq2,reading,ui,modal_open,read,challenge-04,,,,13:25:17
xG867YUgUrlUkfxJtRp4,uVTpabmTGmXtJGeFXMQU84EnXNE3,reading,ui,modal_open,read,challenge-01,,,,17:16:39
xIcPUiFVUj0ogIka8YX9,uVTpabmTGmXtJGeFXMQU84EnXNE3,visual,ui,modal_open,visual,challenge-02,,,,17:10:45
xLzCIZMv7uGTOeKQefbe,aVdpOLrINWRguuHhd1vYoH35kTB3,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-3,2.0,1.0,16:18:23
xMTBaB7RMbw3wAfbxaJi,A4jNJ7YkZRUXxEuM6xDnsneFEii1,visual,ui,modal_open,visual,challenge-03,,,,19:01:13
xQ0zOLsvTbTHuZBBKJxy,hcureFujVvNqrCC5vqTt2fl6Wgr1,visual,ui,modal_open,visual,challenge-04,,,,09:14:28
xRzXLytRLIOO51Rscq1b,IAOBo05QtbcZVx1VVXESn3E77pb2,visual,ui,modal_open,visual,challenge-03,,,,16:21:11
xUtTF04XcvbwODKrmkOS,5nVJqnqxtnMTNg7TDs62fZMbw2g1,visual,ui,modal_open,visual,challenge-02,,,,16:03:57
xVrqjiaHFSBrRE2v3mkB,w1tsY55jQwPvhwUu8qeVNlVJOXv1,aural,hint,aural_used,,challenge-02,,,,14:02:19
xYRiCnE0w6DjDYcHvMZo,YTG2V2iL15SWF9pIYcL0yZCVgfe2,reading,ui,modal_open,read,challenge-04,,,,04:02:59
xYkSpU2WxmrgVitMOWLa,65gowG7ZFJU2wWgyW41HdGeyCW53,visual,ui,modal_open,visual,challenge-04,,,,11:14:14
xcq5ycdrPUjo4LaxLRj4,lC8kKniWzYSNbF8Kcp0XHFb9Lo02,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-1,0.0,1.0,16:55:50
xeMctwySSoqdhrXHtBk4,JDHnWfMfawSVJd4pNW6XSqgJSb53,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,18:06:13
xeYZpHAEBKc4hzv3RdyY,gf9guM95zAPjbbs3GPG9JRSNE6r1,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-2,1.0,1.0,17:12:23
xhNO3tcNnmubj81Sz964,j9TFvAu1XxaZh8oMaipbxlShEX83,reading,ui,modal_open,read,challenge-04,,,,11:20:40
xkZZWMtFqPFmVHpatbgN,cE9VlSTzmaZpmywYk5q4WKhBf6u1,reading,ui,modal_open,read,challenge-04,,,,09:13:17
xkxowimOz4x7E71MGG4f,JDHnWfMfawSVJd4pNW6XSqgJSb53,visual,ui,modal_open,visual,challenge-01,,,,15:25:43
xnF06fcOQ8s8MxdyphFN,6lyR5GP55PaaMOEDVdro7PqULUm1,reading,ui,modal_open,read,challenge-03,,,,20:40:32
xo7xLCocJ3yRXg99vC1Y,S97PkOSSGSadfL4P6JxfTxhJXK32,visual,ui,modal_open,visual,challenge-03,,,,18:32:30
xorQE87GOftlbjED11F0,JDHnWfMfawSVJd4pNW6XSqgJSb53,reading,ui,modal_open,read,challenge-04,,,,18:04:30
xq1HPbNbFLtnO5UilSVf,cb8x3D3oRnaRH8Cu2OcXVWZzcew1,reading,ui,modal_open,read,challenge-04,,,,08:35:45
xqpmB51qqhlTAnRdhk7R,cE9VlSTzmaZpmywYk5q4WKhBf6u1,aural,hint,aural_used,,challenge-02,,,,09:04:42
xt39gMSoA9LMI1UGOh4s,dDYRP6XvfQMJ1qDJ5zEo7uUVdmw1,aural,hint,aural_used,,challenge-04,,,,16:43:55
xuOfK2HUyZxBBbMpQKh5,A9KPkqQemsemhk5534b1HMgtPJ62,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-3,2.0,1.0,06:32:55
xvmCFpnKTcI7iPybxhKT,XRdmLLHtemNNFmHT9sD6wyBACGU2,visual,ui,modal_open,visual,challenge-03,,,,16:36:34
y0IvLIvxLAWkiqJMKIAq,LfCBl8R3diNvLRM2041f3a51DzB3,reading,ui,modal_open,read,challenge-03,,,,12:02:52
y4YS1xOGdn0O3MkYC4HO,veogvd0RUXcijdmOVT8blk7TpEk1,visual,ui,modal_open,visual,challenge-01,,,,20:22:21
y5pRTFKXCSD13NVUKdTi,i8RfQdU3SWa9CEOJzsEYH1CGqUA2,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-2,1.0,1.0,11:27:19
y6b9jQbQ8ttAgSdo9kqw,qzojRqsLMoOzMSHIXQBRpO88XHe2,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-2,1.0,1.0,16:17:02
y8yBsVmwmvPpt6JI5N1U,C6Ccvx84rmhhMsknuMMmSwJMewY2,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-2,1.0,1.0,07:01:43
y8zxKSDwM2p4l4AkGv07,JbttljgTSra87EmF9VDX57kEuoD2,aural,hint,aural_used,,challenge-03,,,,15:11:38
y9bQvkMGsGtGIGSaZS8E,JDHnWfMfawSVJd4pNW6XSqgJSb53,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-2,1.0,1.0,15:28:36
yA2N9rgiAVYnnq0jNKhi,U0sCNMUIIIY4gRfxGBcbvqks1sF3,visual,ui,modal_open,visual,challenge-03,,,,03:39:51
yA4OtlsfOq7omCzOIETK,IAOBo05QtbcZVx1VVXESn3E77pb2,visual,ui,modal_open,visual,challenge-03,,,,16:20:16
yAd5oyUIUO1i6rNHgOAw,aVdpOLrINWRguuHhd1vYoH35kTB3,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-1,0.0,1.0,16:16:32
yFOA59IgQvcgPGMuZc6B,V28nGpkguqbckNGLX5670RFuNxG2,reading,ui,modal_open,read,challenge-01,,,,06:06:20
yFXoT5xLaDmvbd6AW5a1,cE9VlSTzmaZpmywYk5q4WKhBf6u1,reading,ui,modal_open,read,challenge-02,,,,09:03:58
yFzGAnFUxYm2aW1F7nry,OohtQ6fIyYaVBb9NMaq1i5YoeXH2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-3,2.0,1.0,17:20:58
yGIr4wDTfYzIIwET6QA0,IAOBo05QtbcZVx1VVXESn3E77pb2,visual,ui,modal_open,visual,challenge-01,,,,16:40:57
yIS3r9Ocp0erNZyejTxR,hWXtFxXLsWWxWNoDTFWRGW0Uzcg1,aural,hint,aural_used,,challenge-04,,,,10:16:30
yJNWtbg0KkOy1D7cFEqJ,2Ky12YUgbQhZ5PutHq2Ox7KdUNd2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-3,2.0,1.0,16:57:32
yKwamKGyxemokC81vUUo,C6Ccvx84rmhhMsknuMMmSwJMewY2,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-3,2.0,1.0,06:40:10
yQWNxLGN61mRHiNUL9lA,X2xnAKU1DCOFPaOJrogWzg3Qcxr1,visual,ui,modal_open,visual,challenge-02,,,,15:22:28
yRPNg6Si52aWjKvuQl62,Ak55hETcVORqxpNmEw2sX4EVGk32,reading,ui,modal_open,read,challenge-04,,,,18:28:19
yVHE84gN4d1SEEI0DATA,EduFuSCFqHgn1bYFL9sG2tKYl3P2,visual,ui,modal_open,visual,challenge-04,,,,07:33:43
yZQ7lYgjrobhQVXaC5Do,SpkysL7WcUgpILEQovruJSrPCV43,reading,ui,modal_open,read,challenge-02,,,,07:41:18
ybItRudnRaM5tXLVMydi,l25ZEPmtAaf9IgYYXl6Yk5KjKng2,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-3,2.0,1.0,16:44:13
ydUExAi91QTbdIdh9etM,Ow1hVmRhyfcBf4b5wYZB4WhhPe42,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,15:06:38
yeKHMkPgMolOUDm0FpPX,M8cLVKIWFlPIMFrMmCHsH51xFpg1,visual,ui,modal_open,visual,challenge-03,,,,06:02:12
yisQ9KST9RE7qxwwQI4x,RmE3k1SaRmX2WGnZsGCrpmjgtoW2,reading,ui,modal_open,read,challenge-04,,,,12:40:15
yoGNEVQxUupDlKY0rt6Q,6lyR5GP55PaaMOEDVdro7PqULUm1,reading,ui,modal_open,read,challenge-04,,,,20:47:28
ypoiFUpHuAlq1Yc7uF26,JDHnWfMfawSVJd4pNW6XSqgJSb53,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-3,2.0,1.0,15:29:12
ysTUJGhGWHMMvWngf4uz,tLNByH3CBLa71TY5MtHZbGlVfwt1,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-3,2.0,1.0,13:48:08
ytudPpjH3VdXFRRNTujU,EoPZKTu3abRXQE9vBGTEs8GziDk1,reading,ui,modal_open,read,challenge-01,,,,13:53:56
z1UtCvGiwnZDMaYBI8UV,veogvd0RUXcijdmOVT8blk7TpEk1,aural,hint,aural_used,,challenge-04,,,,19:39:47
z2VvhhxwmommVw38qwM7,EduFuSCFqHgn1bYFL9sG2tKYl3P2,visual,ui,modal_open,visual,challenge-04,,,,07:28:21
z2XfyvgImdncO9DG1U4l,veogvd0RUXcijdmOVT8blk7TpEk1,reading,ui,modal_open,read,challenge-04,,,,19:44:57
z46K5brrUmzry8uptXYD,EduFuSCFqHgn1bYFL9sG2tKYl3P2,visual,ui,modal_open,visual,challenge-04,,,,10:01:01
z5Yeh6sGM9aBnJFVGRD5,CZsguP73SxU2hbhbeap0KMbhoO02,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-1,0.0,1.0,20:12:22
z5qsMbn73dwTLI2KeXnj,aVdpOLrINWRguuHhd1vYoH35kTB3,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-2,1.0,1.0,16:17:02
z86VrfMIXYO6EMm1r2MP,JDHnWfMfawSVJd4pNW6XSqgJSb53,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-3,2.0,1.0,18:00:48
zBA2htRNsSV8wPi6TGaj,tLNByH3CBLa71TY5MtHZbGlVfwt1,reading,ui,modal_open,read,challenge-01,,,,14:12:44
zIvkLMQrKtvpcIUyWniR,yGDNy0QVtDgfnsAB0YHHXhZ3b0y2,reading,ui,modal_open,read,challenge-01,,,,06:54:18
zODRXZ5QFlJFwhpWFA0e,DnkAenl2GEbhjW7EyPYXMDGeFdY2,kinesthetic,hint,kinesthetic_run,,challenge-04,challenge-04-kinesthetic-1,0.0,1.0,07:28:20
zOEygP0PTqtvR6DeiN7f,S97PkOSSGSadfL4P6JxfTxhJXK32,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-2,1.0,1.0,19:07:39
zQ1rAS3bqNrH26MHIDca,Fm4jrwF3W4dsDKCG92PqOYlOyvh2,reading,ui,modal_open,read,challenge-03,,,,10:06:20
zRcGl521v1IfRFkecxJ9,V28nGpkguqbckNGLX5670RFuNxG2,aural,hint,aural_used,,challenge-01,,,,06:02:03
zU69yh7Z93IVD1OwX8CR,uwRIIGr8e8OroN0bHN2cVomJQcS2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-1,0.0,1.0,14:59:17
zUqdcLbBcru6WvUY7Wpr,AHClMVwFtPgvoF1BoEg6c8kVDPA2,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-2,1.0,1.0,12:44:13
zUuXHj558ummpJiV9ReC,DnkAenl2GEbhjW7EyPYXMDGeFdY2,visual,ui,modal_open,visual,challenge-03,,,,07:06:04
zYEsEug663McgsdSoHyx,S97PkOSSGSadfL4P6JxfTxhJXK32,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-1,0.0,1.0,18:38:27
zccQCYBglkudROwvomvM,uMa0S9MSNXdYssSGFXZ5Je33hJy2,kinesthetic,hint,kinesthetic_run,,challenge-02,challenge-02-kinesthetic-2,1.0,1.0,09:29:27
zeZU00Qx7IacY11IP76D,6ykimlNvkkNuzvQM4EsYRxjKG6C3,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-1,0.0,1.0,19:38:12
zf9yhI1q0zPmArC2BMEN,suG5O6R21eMDKumAII2D3rom6TQ2,visual,ui,modal_open,visual,challenge-01,,,,08:32:55
zg9IOKxm4ppjWru0WA8R,PPSfZGftTRQEjTGhDsgPQE7xI4n1,visual,ui,modal_open,visual,challenge-03,,,,08:16:38
zid2aQvb8mHJhZ2jhb1v,J8ZREvrXeTYfES1xf5aZwr7KtO72,reading,ui,modal_open,read,challenge-04,,,,15:30:56
zjHpbaQw0LJ3oY2yap3l,GxCoyV4vGVagPohgj7APOrLCAjs2,reading,ui,modal_open,read,challenge-03,,,,14:59:17
zkfLmEbq8bxisrFIAJJf,Dqn9P8A3UZT57A8qdjJjGy92X6y1,visual,ui,modal_open,visual,challenge-01,,,,20:54:57
zlBmhD7Hfh9jX9Ostt7i,mbTJopo5iaWePvsln3t2ZzuVK3t2,visual,ui,modal_open,visual,challenge-02,,,,15:00:17
zmyA74N04uw8roe1Zx0R,vgWUYlVDhzSFdjFPa6SpfmAXXvF3,kinesthetic,hint,kinesthetic_run,,challenge-01,challenge-01-kinesthetic-3,2.0,1.0,17:01:44
zo4OPSsAW93lq0OwTAHz,WKa6yVx8TwfNv5HSjckEvuG0GmU2,visual,ui,modal_open,visual,challenge-03,,,,17:33:19
zpqZmfyO1Uyq5ZJg4FZ4,VlWN4b1pB3a5XrCkFBXN268FmRH3,visual,ui,modal_open,visual,challenge-03,,,,15:10:43
zqRmPMtiOqGz7c9C1nL2,SpkysL7WcUgpILEQovruJSrPCV43,reading,ui,modal_open,read,challenge-01,,,,07:48:32
zrGqnFwmYCBtSW0jjjF2,4ymQ69qFixb38txdo6V1AMYF5dJ2,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-3,2.0,1.0,12:16:19
zsamnCfB1crmNx5ZtkeW,HILNLYbRRyRYNsqhsiQLg824Hvf1,aural,hint,aural_used,,challenge-02,,,,14:46:56
ztsCzWFGPNogCAFT91b4,X2xnAKU1DCOFPaOJrogWzg3Qcxr1,visual,ui,modal_open,visual,challenge-04,,,,15:28:21
zu9SK4mjoedFg3GCTzYi,8jWQUtQbcnPJk8T21H1M6FTBXxn1,visual,ui,modal_open,visual,challenge-02,,,,14:47:34
zukG0nemnieCtmVXAIFd,Qtkcm5n0AJVlwEIB4F3Svphn2ei2,reading,ui,modal_open,read,challenge-01,,,,15:18:09
zw1E5W3vCyj7lLvVKVfq,1nyxhWBE11Xdk7Z01CwbQFOoG4n1,reading,ui,modal_open,read,challenge-03,,,,14:16:42
zwB7JKOzft4UBEFIhEtF,CVYhBxKyTge5rs6FjbQ9p9K8DVt1,kinesthetic,hint,kinesthetic_run,,challenge-03,challenge-03-kinesthetic-1,0.0,1.0,22:02:10
zy6IWgdJGP9dvWrybfuf,RmE3k1SaRmX2WGnZsGCrpmjgtoW2,aural,hint,aural_used,,challenge-04,,,,12:42:53
zzYY4P8hP8wyj8dffD1C,kPC2FntHFVXYAdwgIIQUHgP8RZ33,reading,ui,modal_open,read,challenge-02,,,,16:50:20
zzbA2hPrqm4oIbsKVwL4,71T5kFjbTZVnfRRU6AljJ9iDiiC3,visual,ui,modal_open,visual,challenge-03,,,,10:46:26
